target	type	state	attack_type_messy	date_messy	url	year_clean
Irvington Public School District	Education	New Jersey	Hack	April 18th, 2018	http://www.nj.com/essex/index.ssf/2018/04/partial_social_security_numbers_for_1200_school_em.html	2018
Pinelands Regional School District	Education	New Jersey	Virus/Other	March 7th, 2018	https://thesandpaper.villagesoup.com/p/pinelands-regional-school-district-computers-hit-by-emotet-virus/1729834	2018
Bloomfield Public School District	Education	New Jersey	Hack	November 6th, 2017	http://www.nj.com/essex/index.ssf/2017/11/hack_posts_isis_recruitment_video_on_nj_school_web.html	2017
West Milford School District	Education	New Jersey	Phishing	May 3rd, 2017	http://www.westmilfordmessenger.com/apps/pbcs.dll/article?AID=/20170512/NEWS01/170519981/School-district-victim-of-phishing-scam	2017
Wayne School District	Education	New Jersey	Phishing	April 1st, 2017	https://www.northjersey.com/story/news/passaic/wayne/2017/05/05/wayne-schools-report-data-breech-phishing-scam/311550001/	2017
 New Mexico County Hit by Suspected Ransomware Attack, Bernalillo County 	Safety	New Mexico	"
Unknown, Malware
"	"
January 6th, 2022
"	https://www.bankinfosecurity.com/new-mexico-county-hit-by-suspected-ransomware-attack-a-18256	2022
City of Farmington Police Department	Safety	New Mexico	Ransomware	January 1st, 2018	http://www.krqe.com/news/news-briefs/virus-targets-city-computers-in-farmington/1009447738	2018
Rio Arriba County Audit Reveals IT Concerns 	Government	New Mexico	"
Unknown, Ransomware
"	"
June 10th, 2021
"	http://www.riograndesun.com/news/county/county-audit-reveals-it-concerns/article_ad481980-c95a-11eb-a787-273694ce9b78.html	2021
"
Rio Arriba County
"	Government	New Mexico	"
Unknown, Ransomware
"	"
May 27th, 2020
"	https://www.santafenewmexican.com/news/local_news/rio-arriba-county-hit-in-ransomware-cyberattack/article_225861d0-a06c-11ea-b10f-9329a7451c3d.html	2020
"
Bernalillo County Government, Bernalillo County
"	Government	New Mexico	"
Phishing, Other
"	"
February 7th, 2020
"	https://www.koat.com/article/bernalillo-county-suffers-near-half-million-dollar-hack/30820355#	2020
"
San Miguel County Government Systems, San Miguel County
"	Government	New Mexico	"
Unknown, Ransomware
"	"
February 6th, 2020
"	https://www.lasvegasoptic.com/content/san-miguel-county-victimized-ransomware-attack	2020
"
New Mexico Public Regulation Commission, State of New Mexico
"	Government	New Mexico	"
Hacking, Ransomware
"	"
January 15th, 2020
"	https://www.abqjournal.com/1410337/ransomware-hack-disrupts-nm-government-website.html	2020
Lea County Government, Lea County	Government	New Mexico	Phishing, Other	December 10th, 2018	https://www.kansascity.com/news/business/national-international/article222939190.html	2018
City of Alamogordo, Otero County	Government	New Mexico	Phishing, Other	July 13th, 2018	https://www.alamogordonews.com/story/news/crime/2018/07/13/alamogordo-police-and-city-continues-probe-into-fraudulent-emails/784789002/	2018
"
Hacker used malware to remove 69,000 patient’s files from New Mexico hospital's IT network, San Juan County "	Medical	New Mexico	"
Hacking, Malware
"	"
October 11th, 2021
"	https://www.beckershospitalreview.com/cybersecurity/hacker-used-malware-to-remove-69-000-patient-files-from-new-mexico-hospital-s-it-network.html	2021
"
637,000 patients exposed in UNM Health data breach, University of New Mexico Health, Bernalillo County   "	Medical	New Mexico	"
Unknown, Data Breach
"	"
August 17th, 2021
"	https://www.beckershospitalreview.com/cybersecurity/637-000-patients-exposed-in-unm-health-data-breach.html	2021
"
Rehoboth McKinley Christian Hospital, McKinley County
"	Medical	New Mexico	"
Unknown, Malware
"	"
February 19th, 2021
"	https://www.ajc.com/news/breaking-kroger-advises-customers-of-data-breach-affecting-pharmacy/R44FKCSVLNDTJHA53ON36HO2CA/	2021
"
Presbyterian Healthcare Services, Bernalillo County
"	Medical	New Mexico	"
Phishing, Data Breach
"	"
August 2nd, 2019
"	https://www.abqjournal.com/1348856/presbyterian-data-breach-affects-some-183000-patients-ex-scammers-got-ssns-other-info-but-do-not-seem-to-have-used-anything.html	2019
"
Roosevelt General Hospital, Roosevelt County
"	Medical	New Mexico	"
Unknown, Malware
"	"
December 23rd, 2019
"	https://abc7amarillo.com/news/local/portales-hospital-reports-security-breach	2019
"
University of New Mexico Law School, Bernalillo County
"	Education	New Mexico	"
Unknown, Ransomware
"	"
August 14th, 2020
"	https://www.abqjournal.com/1486658/unm-falls-victim-to-a-ransomware-cyberattack-ex-as-classes-start-some-records-and-important-data-cannot-be-used.html?utm_source=abqjournal.com&utm_medium=sidebar%25	2020
"
Gadsden Independent School District, Doña Ana County
"	Education	New Mexico	"
Unknown, Ransomware
"	"
February 25th, 2020
"	https://www.ktsm.com/local/el-paso-news/gadsden-isd-has-shut-down-its-internet-system-due-to-ransomware/	2020
"
Las Cruces Public Schools, Doña Ana County
"	Education	New Mexico	"
Unknown, Ransomware
"	"
October 29th, 2019
"	https://www.bleepingcomputer.com/news/security/ransomware-attack-causes-school-district-wide-shutdown/	2019
"
New Mexico Highlands University, San Miguel County
"	Education	New Mexico	"
Unknown, Malware
"	"
October 11th, 2019
"	https://www.krqe.com/news/new-mexico/nmhu-delays-classes-following-malware-attack/	2019
" 
Gadsden Independent School District, Doña Ana County 
"	Education	New Mexico	"
Unknown, Ransomware 
"	" 
July 30th, 2019 
"	https://cbs4local.com/news/local/gadsen-isd-receives-ransomware-attack	2019
"
Taos Municipal Schools District, Taos County
"	Education	New Mexico	"
Unknown, Ransomware
"	"
March 21st, 2019
"	https://www.taosnews.com/stories/taos-schools-resolving-ransomware-attack,55866	2019
University of New Mexico	Education	New Mexico	Data Breach	April 17th, 2017	https://www.abqjournal.com/1003881/unm-foundation-notifies-community.html	2017
"
Albany, Saratoga, and Rensselaer County 911 Systems
"	Safety	New York	"
Unknown, Ransomware
"	"
March 17th, 2021
"	https://cbs6albany.com/news/local/computer-intrusion-affects-albany-county-911-dispatch-system	2021
 City of Albany, Albany County 	Safety	New York	Unknown, Ransomware 	 March 30th, 2019 	https://www.timesunion.com/news/article/City-of-Albany-attacked-by-ransomware-hack-13728996.php	2019
"
Massena Hospital, St. Lawrence County
"	Safety	New York	"
Unknown, Ransomware
"	"
October 27th, 2020
"	https://www.nny360.com/news/stlawrencecounty/update-three-st-lawrence-county-hospitals-hit-by-ransomware-attack-tuesday/article_01778d25-333e-567b-8e03-6581fa571a37.html	2020
"
Gouverneur Hospital, St. Lawrence County
"	Safety	New York	"
Unknown, Ransomware
"	"
October 27th, 2020
"	https://www.nny360.com/news/stlawrencecounty/update-three-st-lawrence-county-hospitals-hit-by-ransomware-attack-tuesday/article_01778d25-333e-567b-8e03-6581fa571a37.html	2020
"
Canton-Potsdam Hospital, Saint Lawrence County
"	Safety	New York	"
Unknown, Ransomware
"	"
October 27th, 2020
"	https://www.nny360.com/news/stlawrencecounty/update-three-st-lawrence-county-hospitals-hit-by-ransomware-attack-tuesday/article_01778d25-333e-567b-8e03-6581fa571a37.html	2020
"
New York State Servers, State of New York
"	Safety	New York	"
Hacking, Other
"	"
April 13th, 2020
"	https://www.mysanantonio.com/news/article/Just-before-pandemic-New-York-State-government-15197960.php	2020
"
Town of Colonie & Colonie Police Department, Albany County
"	Safety	New York	"
Unknown, Ransomware
"	"
January 17th, 2020
"	https://wnyt.com/news/cyberattack-targets-town-of-colonie-computer-system/5613520/	2020
" 
NYPD Database, New York County 
"	Safety	New York	"
Hacking, Ransomware 
"	" 
November 24th, 2019 
"	https://nypost.com/2019/11/24/how-the-nypds-fingerprint-database-got-shut-down-by-a-computer-virus/	2019
Schenectady County Government, Office of Sheriff, & Correctional Facility, Schenectady County	Safety	New York	Malware	December 13th, 2018 	https://www.news10.com/news/local-news/schenectady-county-officials-find-virus-in-computer-network-taking-steps-to-fix/1658151763	2018
Schuyler County Sheriff’s Department	Safety	New York	Hack	September 7th, 2017	http://www.lockportjournal.com/news/upstate-system-crippled-by-hacking/article_fe34ba8c-7113-5c94-a114-616bdc38386c.html	2017
"
City of Yonkers Hacked, No Computers for the Past Week: Ransom Demanded, City Hall Says No, Westchester County
"	Government	New York	"
Hacking, Ransomware
"	"
September 10th, 2021
"	http://yonkerstimes.com/city-of-yonkers-hacked-no-computers-for-the-past-week-ransom-demanded-city-hall-says-no/	2021
"
MTA Says Hackers Breached Its Systems In April But No Threat Was Posed To Public

"	Government	New York	"
Hacking, Other
"	"
June 2nd, 2021
"	https://newyork.cbslocal.com/2021/06/02/mta-hacked/	2021
"
Town of Rotterman, Schenectady County
"	Government	New York	"
Phishing, Data Breach
"	"
February 2nd, 2021
"	https://www.news10.com/news/town-of-rotterdam-data-breach-fraudulent-emails-sent-to-residents/	2021
"
Long Beach Computer Network, Nassau County
"	Government	New York	"
Unknown, Malware
"	"
December 7th, 2020
"	https://patch.com/new-york/longbeach/long-beach-computer-network-shut-down-after-cyber-attack-found	2020
"
Town of Canandaigua, Ontario County
"	Government	New York	"
Phishing, Ransomware
"	"
October 14th, 2020
"	https://www.democratandchronicle.com/story/news/2020/10/14/hackers-attempt-to-extort-from-town-canandaigua-ny/3652646001/	2020
"
Village of Boonville Employee Email Accounts, Oneida County
"	Government	New York	"
Phishing, Other
"	"
November 4th, 2020
"	https://romesentinel.com/stories/police-warn-of-scam-in-boonville,106202	2020
"
Chenango County Systems, Chenango County
"	Government	New York	"
Unknown, Ransomware
"	"
October 22nd, 2020
"	https://wbng.com/2020/10/22/chenango-county-hit-with-cyberattack/	2020
"
Buffalo and Erie County Library, Erie County
"	Government	New York	"
Unknown, Data Breach
"	"
August 11th, 2020
"	https://www.wgrz.com/article/news/local/data-breach-at-erie-county-library-causes-some-personal-information-to-be-shared/71-dbd9f5f0-edfe-4478-9525-636690038287	2020
"
CNY Works, Onondaga County
"	Government	New York	"
Unknown, Ransomware
"	"
July 2nd, 2020
"	https://www.govtech.com/security/NY-Employment-Nonprofit-Client-Data-Potentially-Exposed.html	2020
"
City of Olean, Cattaraugus County
"	Government	New York	"
Unknown, Ransomware
"	"
April 17th, 2020
"	http://www.oleantimesherald.com/news/ransomware-attack-temporarily-knocks-out-olean-city-systems/article_2fdf240f-4e44-54bb-af36-65d5fbc730c8.html	2020
"
New York City’s MMS and SMS text-messaging system, State of New York
"	Government	New York	"
Hacking, Other
"	"
March 17th, 2020
"	https://www.weisradio.com/facing-coronavirus-pandemic-us-confronts-cyber-attacks/	2020
"
Nassau County, Nassau County
"	Government	New York	"
Phishing, Other: Funds Stolen
"	"
January 10th, 2020
"	https://wcbs880.radio.com/articles/news/nassau-county-recovers-money-lost-in-cyber-attack	2020
"
Albany International Airport, Albany County
"	Government	New York	"
Unknown, Ransomware
"	"
January 10th, 2020
"	https://dailygazette.com/article/2020/01/10/albany-airport-pays-hackers-ransom-regains-data-from-computers	2020
"
Town of Moreau, Saratoga County
"	Government	New York	"
Unknown, Malware
"	"
January 1st, 2020
"	https://poststar.com/news/local/computer-virus-forced-workers-to-work-over-christmas/article_950a897b-cae5-503b-a48b-7c9fbbd83c20.html	2020
 Onandaga County Public Library Systems 	Government	New York	Unknown, Other 	 July 13th, 2019	https://www.syracuse.com/news/2019/07/onondaga-county-public-library-online-system-down-some-phones-also-affected.html	2019
 Broome County Government Systems, Broome County 	Government	New York	Phishing, Data Breach 	 May 31st, 2019 	https://www.pressconnects.com/story/news/public-safety/2019/05/31/data-security-breach-broome-ny-employee-client-information-risk/1304137001/	2019
U.S. Congressman (Peter King) Campaign Website, Long Island, Kings County, Queens County	Government	New York	Other	October 9th, 2018	http://www.wshu.org/post/rep-peter-kings-re-election-website-gets-hacked#stream/0	2018
Otsego County	Government	New York	Other, Cryptojacking	October 4th, 2018	http://www.thedailystar.com/news/local_news/otsego-county-network-hacked/article_268ef6fa-c801-11e8-a67c-5fbff44727a1.html	2018
Town of Ulster, Ulster County	Government	New York	Malware	September 26th, 2018 	https://www.dailyfreeman.com/news/local-news/town-of-ulster-shuts-down-its-email-system-due-to/article_b85660ca-c1d8-11e8-86cf-cfdcb4602910.html	2018
Town of  Irondequoit, Monroe County	Government	New York	Phishing, Other	September 11th, 2018	https://13wham.com/news/local/get-unsolicited-email-from-the-town-of-irondequoit-delete-it-supervisor-says	2018
 St. Lawrence County Website, St. Lawrence County	Government	New York	Hacking, Other	August 21st, 2018	http://www.wwnytv.com/story/38931333/report-st-lawrence-countys-web-site-hacked	2018
Town of Brookhaven	Government	New York	Hack	June 26th, 2017	http://newyork.cbslocal.com/2017/06/26/brookhaven-website-isis-hack/	2017
Rensselaer Public Library	Government	New York	Ransomware	June 1st, 2017	https://altamontenterprise.com/06012017/computer-virus-strikes-library-regional-network	2017
Orange County	Government	New York	Hack	October 21st, 2016	https://www.databreaches.net/ny-hackers-breach-city-of-middletown-computer-system/	2016
Onondaga County	Government	New York	Ransomware	March 14th, 2016	http://www.syracuse.com/news/index.ssf/2016/03/ransomware_targets_cny_town_how_to_recognize_and_prevent_it.html	2016
"
Rehabilitation Support Services notifies clients and employees of data breach, Orange County
"	Medical	New York	"
Unknown, Data Breach
"	"
September 11th, 2021
"	https://www.databreaches.net/ny-rehabilitation-support-services-notifies-clients-and-employees-of-data-breach/	2021
"
Data breach reported impacting Cayuga Medical Center patient information, Tompkins County
"	Medical	New York	"
Hacking, Data Breach
"	"
August 2nd, 2021
"	https://ithacavoice.com/2021/07/data-breach-reported-impacting-cayuga-medical-center-patient-information/	2021
"
Orthopedic Associates of Dutchess County, Dutchess County
"	Medical	New York	"
Hacking, Malware
"	"
May 6th, 2021
"	https://www.beckershospitalreview.com/cybersecurity/hackers-encrypt-new-york-orthopedic-practice-s-it-systems-remove-patient-files.html	2021
"
Personal Touch Home Care Center, Nassau County
"	Medical	New York	"
Unknown, Data Breach
"	"
April 6th, 2021
"	https://www.beckershospitalreview.com/cybersecurity/ransomware-attack-affects-750-000-personal-touch-patients-employees-across-u-s.html	2021
"
Preferred Home Care of New York, Kings County
"	Medical	New York	"
Unknown, Ransomware
"	"
March 12th, 2021
"	https://www.databreaches.net/ny-home-care-agency-notifies-more-than-92000-after-ransomware-attack/	2021
"
Four Winds Hospital, Westchester County
"	Medical	New York	"
Unknown, Ransomware
"	"
November 23rd, 2020
"	https://www.databreaches.net/ny-four-winds-hospital-reveals-september-ransomware-attack/	2020
"
Wyckoff Heights Medical Center, Kings County
"	Medical	New York	"
Unknown, Ransomware
"	"
November 2nd, 2020
"	http://www.digitaljournal.com/tech-and-science/technology/ransomware-strikes-wyckoff-heights-medical-center-brooklyn/article/580499	2020
"
Oswego health, Oswego county
"	Medical	New York	"
Unknown, Data Breach
"	"
October 13th, 2020
"	http://www.oswegocountynewsnow.com/news/oswego-health-some-patient-data-potentially-exposed/article_5b0e3930-0da6-11eb-9193-9bcf20ada352.html	2020
"
Century Specialty Script, Westchester County
"	Medical	New York	"
Phishing, Data Breach
"	"
September 26th, 2020
"	https://www.databreaches.net/ny-century-specialty-script-notifying-customers-and-patients-after-employee-office-account-compromised/	2020
